,d.log_time,d.temperature_A,d.temperature_B,d.humidity_A,d.humidity_B,d.photometric,d.CO2,d.soil_temperature,d.soil_humidity,d.soil_EC,d.soil_PH,d.outside_photometric,d.outside_temperature,d.outside_humidity,d.wind_speed,d.wind_direction,d.radiometric,d.rainfall_detect,d.rainfall,actuator01,actuator02,actuator03,actuator04,actuator05,actuator06,actuator07,actuator08,actuator09,actuator10,actuator11
6774,2020-09-01 14:25:00,42.5,37.1,43.5,62.0,23170.0,398.0,32.7,47.5,0.706,8.1,14750.0,37.1,51.5,1.1,334.0,696.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6775,2020-09-01 14:30:00,42.7,37.3,40.4,60.3,23852.0,396.0,32.8,47.5,0.679,8.1,15285.0,38.0,45.7,3.3,28.0,696.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6776,2020-09-01 14:35:00,42.0,36.8,41.4,62.3,21903.0,397.0,32.8,47.7,0.7040000000000001,8.1,16252.0,35.4,53.4,3.3,19.0,675.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6777,2020-09-01 14:40:00,41.8,37.0,43.7,61.0,16810.0,393.0,32.8,47.8,0.706,8.1,17088.0,36.5,52.2,1.1,275.0,728.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6778,2020-09-01 14:45:00,41.9,36.7,40.1,63.2,23481.0,392.0,32.8,47.6,0.715,8.1,17531.0,36.5,48.6,3.7,24.0,675.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6779,2020-09-01 14:50:00,42.0,36.9,42.9,61.8,22022.0,394.0,32.8,47.5,0.721,8.1,15542.0,37.3,49.3,1.3,231.0,644.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6780,2020-09-01 14:55:00,42.3,36.4,40.4,64.1,20600.0,395.0,32.8,47.5,0.7120000000000001,8.1,15415.0,38.1,45.4,1.7,32.0,617.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6781,2020-09-01 15:00:00,42.1,36.5,41.7,62.3,20731.0,399.0,32.8,47.4,0.708,8.1,15458.0,38.1,46.0,1.5,20.0,610.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6782,2020-09-01 15:05:00,41.8,36.4,41.5,60.7,20373.0,400.0,32.8,47.6,0.7190000000000001,8.1,15280.0,38.2,46.7,1.1,62.0,589.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6783,2020-09-01 15:10:00,42.0,36.4,42.4,61.5,19344.0,399.0,32.8,47.7,0.7170000000000001,8.1,15475.0,38.5,47.1,1.1,194.0,575.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6784,2020-09-01 15:15:00,41.5,36.1,41.3,60.6,18639.0,398.0,32.8,47.6,0.7390000000000001,8.1,15177.0,38.5,44.7,1.9,233.0,542.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6785,2020-09-01 15:20:00,41.4,36.3,41.8,61.2,17969.0,401.0,32.7,47.5,0.713,8.1,16257.0,38.1,45.4,2.1,343.0,505.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6786,2020-09-01 15:25:00,40.9,36.2,43.9,62.6,16594.0,405.0,32.7,47.5,0.72,8.1,17028.0,38.6,44.4,1.1,262.0,535.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6787,2020-09-01 15:30:00,40.2,35.8,43.3,62.7,4961.0,402.0,32.7,47.4,0.716,8.1,11140.0,38.4,43.7,1.9,265.0,255.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6788,2020-09-01 15:35:00,39.3,34.8,44.5,64.7,4913.0,407.0,32.7,47.6,0.7090000000000001,8.1,11567.0,37.4,45.8,1.1,303.0,256.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6789,2020-09-01 15:40:00,38.3,34.2,46.8,68.4,12219.0,408.0,32.6,47.6,0.728,8.2,19258.0,35.9,50.8,0.7,210.0,327.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6790,2020-09-01 15:45:00,39.0,35.2,46.7,65.3,13414.0,413.0,32.6,47.5,0.721,8.2,15870.0,36.0,50.5,2.9,38.0,280.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6791,2020-09-01 15:50:00,39.3,35.6,45.5,62.5,15686.0,451.0,32.5,47.5,0.7240000000000001,8.2,29536.0,38.7,45.3,1.9,266.0,489.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6792,2020-09-01 15:55:00,40.0,35.9,44.1,64.6,13773.0,436.0,32.5,47.4,0.703,8.2,30584.0,39.4,42.1,1.9,280.0,441.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6793,2020-09-01 16:00:00,40.3,35.9,44.4,67.4,13486.0,467.0,32.5,47.4,0.701,8.1,29825.0,39.3,42.4,1.7,242.0,386.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6794,2020-09-01 16:05:00,40.4,35.3,45.4,67.4,12804.0,436.0,32.5,47.2,0.701,8.1,30645.0,39.3,42.7,0.7,203.0,392.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6795,2020-09-01 16:10:00,40.1,35.0,43.5,65.8,11932.0,426.0,32.5,47.0,0.71,8.1,32948.0,38.7,44.5,1.3,130.0,392.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6796,2020-09-01 16:15:00,39.5,34.5,45.1,65.5,10915.0,419.0,32.4,47.0,0.6890000000000001,8.1,29525.0,38.1,44.5,1.9,72.0,370.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6797,2020-09-01 16:20:00,39.1,34.4,44.6,66.9,10533.0,418.0,32.4,47.0,0.713,8.2,28744.0,36.5,47.9,3.3,23.0,362.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6798,2020-09-01 16:25:00,39.0,34.1,46.1,66.8,9540.0,422.0,32.4,47.0,0.698,8.2,27591.0,37.9,45.6,1.5,296.0,353.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6799,2020-09-01 16:30:00,38.2,34.0,48.7,68.0,6862.0,422.0,32.3,46.9,0.72,8.2,26040.0,39.4,45.8,1.7,35.0,343.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6800,2020-09-01 16:35:00,37.6,33.8,50.7,71.2,6241.0,419.0,32.3,47.0,0.705,8.1,22553.0,38.8,45.4,1.5,285.0,314.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6801,2020-09-01 16:40:00,37.1,33.7,51.7,71.5,6193.0,414.0,32.3,47.4,0.7140000000000001,8.1,23556.0,37.4,49.1,0.0,147.0,317.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6802,2020-09-01 16:45:00,36.8,33.4,51.5,72.1,5762.0,419.0,32.2,47.4,0.728,8.1,8141.0,35.3,53.7,1.1,122.0,267.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6803,2020-09-01 16:50:00,36.6,33.7,51.3,72.8,5308.0,422.0,32.2,47.2,0.7170000000000001,8.1,6611.0,34.1,56.4,1.1,43.0,215.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6804,2020-09-01 16:55:00,36.3,33.7,53.8,72.8,5188.0,424.0,32.2,47.1,0.726,8.1,6038.0,33.5,59.0,0.7,268.0,210.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6805,2020-09-01 17:00:00,36.0,33.7,52.3,72.6,4531.0,430.0,32.1,47.1,0.6890000000000001,8.1,5644.0,33.1,59.5,1.5,279.0,204.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6806,2020-09-01 17:05:00,35.6,33.2,53.9,71.9,4112.0,443.0,32.1,47.0,0.725,8.1,5181.0,32.7,61.0,2.5,284.0,182.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6807,2020-09-01 17:10:00,35.3,32.9,54.7,71.5,3730.0,440.0,32.1,47.0,0.723,8.1,4828.0,32.6,61.4,1.3,214.0,147.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6808,2020-09-01 17:15:00,35.0,32.6,57.5,74.1,3335.0,440.0,32.0,47.0,0.672,8.1,4496.0,32.4,62.4,0.9,28.0,139.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6809,2020-09-01 17:20:00,34.8,32.4,55.5,76.3,3060.0,440.0,32.0,46.9,0.688,8.1,4190.0,32.2,62.6,1.3,217.0,132.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6810,2020-09-01 17:25:00,34.6,32.0,56.4,75.0,2737.0,443.0,31.9,46.8,0.706,8.1,3894.0,32.0,63.9,1.5,286.0,127.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6811,2020-09-01 17:30:00,34.2,31.8,58.6,75.9,2367.0,441.0,31.9,46.7,0.7120000000000001,8.1,3616.0,31.8,65.1,0.9,308.0,121.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6812,2020-09-01 17:35:00,33.9,31.6,60.6,76.7,2056.0,436.0,31.8,46.5,0.6940000000000001,8.1,3265.0,31.7,67.3,0.9,283.0,113.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6813,2020-09-01 17:40:00,33.5,31.4,62.2,79.0,1673.0,434.0,31.8,46.5,0.711,8.1,2886.0,31.4,69.2,0.0,333.0,105.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6814,2020-09-01 17:45:00,33.2,31.1,62.6,79.8,1327.0,428.0,31.7,46.5,0.706,8.1,2486.0,31.2,70.6,0.7,349.0,95.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6815,2020-09-01 17:50:00,33.0,31.0,64.3,81.8,1076.0,427.0,31.7,46.5,0.737,8.1,2114.0,31.0,71.6,0.7,323.0,86.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6816,2020-09-01 17:55:00,32.6,30.7,65.0,82.1,836.0,424.0,31.6,46.3,0.72,8.1,1729.0,30.5,72.6,0.9,1.0,74.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6817,2020-09-01 18:00:00,32.3,30.5,67.0,82.3,657.0,425.0,31.6,46.3,0.741,8.1,1343.0,30.3,73.4,0.7,217.0,64.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6818,2020-09-01 18:05:00,32.0,30.3,67.3,82.7,466.0,425.0,31.5,46.2,0.7090000000000001,8.1,947.0,30.3,74.6,1.1,292.0,48.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6819,2020-09-01 18:10:00,31.7,30.1,68.6,83.9,263.0,426.0,31.4,45.9,0.725,8.1,556.0,30.0,76.1,1.5,254.0,22.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6820,2020-09-01 18:15:00,31.4,29.9,69.9,84.2,131.0,427.0,31.4,45.9,0.7040000000000001,8.2,279.0,29.7,77.3,0.0,263.0,5.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6821,2020-09-01 18:20:00,31.1,29.8,71.5,84.4,47.0,429.0,31.3,45.9,0.6829999999999999,8.1,107.0,29.6,78.3,0.0,209.0,2.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6822,2020-09-01 18:25:00,30.9,29.6,72.5,85.4,11.0,430.0,31.3,45.9,0.708,8.1,28.0,29.2,79.6,0.0,308.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6823,2020-09-01 18:30:00,30.7,29.5,73.7,86.0,0.0,431.0,31.2,45.9,0.748,8.1,8.0,29.1,80.0,0.9,44.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6824,2020-09-01 18:35:00,30.5,29.4,73.7,86.2,0.0,436.0,31.1,45.9,0.718,8.1,1.0,28.9,80.4,0.0,18.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6825,2020-09-01 18:40:00,30.3,29.2,75.4,86.6,0.0,436.0,31.0,45.8,0.73,8.1,0.0,28.8,81.3,0.0,211.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6826,2020-09-01 18:45:00,30.2,29.1,74.9,87.6,0.0,435.0,31.0,45.7,0.696,8.1,0.0,28.6,81.2,0.0,287.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6827,2020-09-01 18:50:00,30.0,29.0,75.6,87.7,0.0,435.0,30.9,45.6,0.708,8.1,0.0,28.8,81.3,0.7,248.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6828,2020-09-01 18:55:00,29.9,28.9,76.1,88.2,0.0,433.0,30.9,45.4,0.7170000000000001,8.1,0.0,28.7,81.8,0.0,277.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6829,2020-09-01 19:00:00,29.8,28.9,76.8,88.5,0.0,436.0,30.8,45.4,0.701,8.1,0.0,28.7,81.8,0.0,166.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6830,2020-09-01 19:05:00,29.6,28.8,77.0,88.7,0.0,435.0,30.7,45.4,0.688,8.1,0.0,28.5,82.8,0.0,346.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6831,2020-09-01 19:10:00,29.5,28.7,77.3,89.1,0.0,435.0,30.6,45.4,0.713,8.1,0.0,28.3,82.7,0.0,282.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6832,2020-09-01 19:15:00,29.4,28.6,78.0,89.2,0.0,435.0,30.6,45.4,0.691,8.1,0.0,28.3,82.6,0.7,301.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6833,2020-09-01 19:20:00,29.3,28.7,78.7,89.8,0.0,437.0,30.5,45.3,0.6940000000000001,8.1,0.0,28.5,82.6,0.7,17.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6834,2020-09-01 19:25:00,29.3,28.6,78.9,90.0,0.0,439.0,30.4,45.4,0.693,8.1,0.0,28.4,83.1,0.0,297.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6835,2020-09-01 19:30:00,29.2,28.5,79.5,90.2,0.0,441.0,30.4,45.3,0.7140000000000001,8.1,0.0,28.1,83.6,0.0,285.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6836,2020-09-01 19:35:00,29.2,28.4,79.7,90.4,0.0,443.0,30.3,45.3,0.703,8.1,0.0,28.2,83.7,0.0,253.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6837,2020-09-01 19:40:00,29.1,28.5,80.3,91.0,0.0,448.0,30.3,45.2,0.733,8.1,0.0,28.2,83.5,0.0,16.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6838,2020-09-01 19:45:00,29.1,28.5,80.5,91.2,0.0,448.0,30.2,45.1,0.706,8.1,0.0,28.3,83.5,1.3,14.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6839,2020-09-01 19:50:00,29.0,28.5,80.9,91.3,0.0,449.0,30.2,44.9,0.7090000000000001,8.1,0.0,28.2,83.9,0.9,260.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6840,2020-09-01 19:55:00,29.0,28.4,81.1,91.6,0.0,447.0,30.1,44.9,0.703,8.1,0.0,28.2,83.4,0.0,24.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6841,2020-09-01 20:00:00,29.0,28.3,81.0,91.8,0.0,449.0,30.1,44.9,0.706,8.1,0.0,28.3,84.4,0.0,272.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6842,2020-09-01 20:05:00,28.9,28.3,81.2,91.8,0.0,451.0,30.0,44.9,0.7070000000000001,8.1,0.0,28.2,84.2,0.0,244.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6843,2020-09-01 20:10:00,28.9,28.2,81.6,91.8,0.0,450.0,30.0,44.9,0.7070000000000001,8.1,0.0,28.1,84.8,0.0,74.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6844,2020-09-01 20:15:00,28.9,28.2,81.7,91.9,0.0,447.0,29.9,44.9,0.7140000000000001,8.1,0.0,28.0,84.5,0.0,254.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6845,2020-09-01 20:20:00,28.8,28.2,81.8,92.2,0.0,448.0,29.9,44.9,0.715,8.1,0.0,27.9,84.7,0.0,213.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6846,2020-09-01 20:25:00,28.8,28.1,82.3,92.3,0.0,448.0,29.8,44.8,0.6890000000000001,8.1,0.0,28.0,84.8,0.0,306.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6847,2020-09-01 20:30:00,28.8,28.1,82.4,92.6,0.0,449.0,29.8,44.8,0.727,8.1,0.0,27.8,85.1,0.0,220.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6848,2020-09-01 20:35:00,28.7,28.0,82.7,92.7,0.0,451.0,29.7,44.8,0.723,8.1,0.0,27.6,85.3,0.0,240.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6849,2020-09-01 20:40:00,28.7,28.0,82.8,93.1,0.0,450.0,29.7,44.8,0.713,8.1,0.0,27.8,85.6,0.0,289.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6850,2020-09-01 20:45:00,28.7,27.9,82.6,93.0,0.0,452.0,29.6,44.7,0.695,8.1,0.0,27.9,85.1,0.0,275.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6851,2020-09-01 20:50:00,28.6,27.9,83.1,93.1,0.0,451.0,29.6,44.8,0.7040000000000001,8.1,0.0,27.6,85.8,0.0,298.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6852,2020-09-01 20:55:00,28.6,27.9,83.2,93.2,0.0,452.0,29.6,44.7,0.7020000000000001,8.1,0.0,27.6,85.3,0.0,285.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6853,2020-09-01 21:00:00,28.6,27.9,83.2,93.4,0.0,450.0,29.5,44.6,0.703,8.1,0.0,27.8,85.7,0.0,290.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6854,2020-09-01 21:05:00,28.6,27.9,83.5,93.3,0.0,451.0,29.5,44.6,0.695,8.1,0.0,27.7,85.7,0.0,300.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6855,2020-09-01 21:10:00,28.6,28.0,83.4,93.6,0.0,451.0,29.4,44.3,0.721,8.1,0.0,27.9,84.2,0.0,334.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6856,2020-09-01 21:15:00,28.6,28.0,83.5,93.6,0.0,455.0,29.4,44.3,0.7340000000000001,8.1,0.0,28.0,84.2,0.0,238.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6857,2020-09-01 21:20:00,28.6,28.0,83.1,93.5,0.0,457.0,29.4,44.3,0.715,8.1,0.0,27.8,83.7,0.0,211.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6858,2020-09-01 21:25:00,28.6,28.0,82.9,93.4,0.0,457.0,29.3,44.3,0.7020000000000001,8.1,0.0,27.9,83.7,0.0,233.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6859,2020-09-01 21:30:00,28.6,27.9,82.5,92.9,0.0,455.0,29.3,44.3,0.731,8.1,0.0,27.8,83.6,0.0,181.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6860,2020-09-01 21:35:00,28.6,27.9,82.5,92.7,0.0,453.0,29.3,44.3,0.723,8.1,0.0,27.6,83.6,0.9,202.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6861,2020-09-01 21:40:00,28.6,27.9,82.3,92.7,0.0,457.0,29.2,44.3,0.705,8.1,0.0,27.8,83.8,0.0,200.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6862,2020-09-01 21:45:00,28.6,28.0,82.2,93.1,0.0,458.0,29.2,44.3,0.703,8.1,0.0,27.9,83.9,1.1,174.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6863,2020-09-01 21:50:00,28.7,27.9,82.5,92.6,0.0,463.0,29.2,44.3,0.703,8.1,0.0,27.7,84.3,0.9,199.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6864,2020-09-01 21:55:00,28.7,27.9,82.5,92.5,0.0,462.0,29.1,44.3,0.6920000000000001,8.1,0.0,27.7,84.6,0.0,162.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6865,2020-09-01 22:00:00,28.7,27.9,82.7,92.5,0.0,470.0,29.1,44.3,0.7140000000000001,8.1,0.0,27.4,85.2,0.0,190.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6866,2020-09-01 22:05:00,28.6,27.9,83.1,92.9,0.0,473.0,29.1,44.3,0.693,8.1,0.0,27.6,85.0,0.7,149.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6867,2020-09-01 22:10:00,28.6,27.9,83.2,93.0,0.0,473.0,29.0,44.2,0.6759999999999999,8.1,0.0,27.5,85.0,0.0,157.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6868,2020-09-01 22:15:00,28.5,27.9,83.4,93.4,0.0,462.0,29.0,44.2,0.755,8.1,0.0,27.4,84.8,0.9,165.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6869,2020-09-01 22:20:00,28.5,27.9,83.2,93.4,0.0,459.0,29.0,44.2,0.688,8.0,0.0,27.5,84.6,0.0,217.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6870,2020-09-01 22:25:00,28.5,27.8,82.8,93.6,0.0,456.0,28.9,44.2,0.6970000000000001,8.1,0.0,27.5,84.6,0.0,201.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6871,2020-09-01 22:30:00,28.5,27.7,82.8,93.4,0.0,453.0,28.9,44.2,0.701,8.1,0.0,27.6,84.6,0.0,204.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6872,2020-09-01 22:35:00,28.4,27.7,83.4,93.3,0.0,453.0,28.9,44.0,0.7070000000000001,8.1,0.0,27.7,84.4,0.7,108.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6873,2020-09-01 22:40:00,28.4,27.8,83.2,93.7,0.0,451.0,28.8,44.0,0.698,8.0,0.0,27.6,84.3,0.9,191.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6874,2020-09-01 22:45:00,28.5,27.9,82.7,92.7,0.0,447.0,28.8,43.9,0.696,8.0,0.0,27.6,84.5,0.0,103.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6875,2020-09-01 22:50:00,28.6,28.0,82.8,92.3,0.0,450.0,28.8,43.9,0.6940000000000001,8.0,0.0,27.6,84.9,0.9,138.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6876,2020-09-01 22:55:00,28.6,27.9,82.8,92.4,0.0,456.0,28.7,43.8,0.6970000000000001,8.0,0.0,27.5,84.9,1.5,151.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6877,2020-09-01 23:00:00,28.6,27.9,83.3,92.4,0.0,468.0,28.7,43.8,0.68,8.0,0.0,27.5,85.5,1.3,165.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6878,2020-09-01 23:05:00,28.5,27.9,83.4,92.6,0.0,471.0,28.7,43.8,0.6759999999999999,8.0,0.0,27.4,86.0,0.7,104.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6879,2020-09-01 23:10:00,28.5,27.9,83.2,92.7,0.0,470.0,28.7,43.8,0.6729999999999999,8.0,0.0,27.2,86.0,0.7,154.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6880,2020-09-01 23:15:00,28.5,27.8,83.7,93.2,0.0,471.0,28.6,43.8,0.6990000000000001,8.0,0.0,27.2,86.0,1.3,199.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6881,2020-09-01 23:20:00,28.4,27.8,84.4,93.4,0.0,470.0,28.6,43.8,0.715,8.0,0.0,27.3,86.0,0.0,192.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6882,2020-09-01 23:25:00,28.4,27.8,84.3,93.4,0.0,473.0,28.6,43.8,0.6990000000000001,8.0,0.0,27.0,86.6,0.0,216.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6883,2020-09-01 23:30:00,28.4,27.8,84.4,93.5,0.0,475.0,28.6,43.8,0.735,8.0,0.0,27.2,86.6,0.7,263.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6884,2020-09-01 23:35:00,28.3,27.8,84.5,93.3,0.0,477.0,28.5,43.8,0.706,8.0,0.0,27.1,86.8,1.1,212.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6885,2020-09-01 23:40:00,28.3,27.7,84.6,93.3,0.0,476.0,28.5,43.8,0.7140000000000001,8.0,0.0,27.0,86.6,0.0,87.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6886,2020-09-01 23:45:00,28.3,27.7,84.4,93.7,0.0,475.0,28.5,43.8,0.6970000000000001,8.0,0.0,27.0,86.5,0.9,206.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6887,2020-09-01 23:50:00,28.2,27.7,84.6,93.4,0.0,474.0,28.4,43.8,0.7070000000000001,8.0,0.0,27.0,86.6,0.9,109.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6888,2020-09-01 23:55:00,28.2,27.7,84.4,93.7,0.0,475.0,28.4,43.8,0.705,8.0,0.0,27.0,86.5,0.7,169.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6889,2020-09-02 00:00:00,28.2,27.6,84.5,93.6,0.0,475.0,28.4,43.8,0.698,8.0,0.0,26.9,86.2,0.9,204.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6890,2020-09-02 00:05:00,28.2,27.6,84.7,93.9,0.0,475.0,28.3,43.8,0.691,8.0,0.0,26.9,86.6,0.9,165.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6891,2020-09-02 00:10:00,28.1,27.5,84.8,94.0,0.0,475.0,28.3,43.7,0.715,8.0,0.0,26.8,86.5,0.9,100.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6892,2020-09-02 00:15:00,28.1,27.5,85.0,93.9,0.0,475.0,28.3,43.7,0.701,8.0,0.0,26.8,86.6,1.3,150.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6893,2020-09-02 00:20:00,28.1,27.4,85.0,94.1,0.0,476.0,28.3,43.7,0.6970000000000001,8.0,0.0,26.5,86.7,1.5,175.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6894,2020-09-02 00:25:00,28.0,27.3,84.9,94.5,0.0,477.0,28.2,43.7,0.6920000000000001,8.0,0.0,26.9,86.7,0.7,140.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6895,2020-09-02 00:30:00,28.0,27.3,85.5,94.9,0.0,480.0,28.2,43.5,0.698,8.0,0.0,26.9,86.7,0.0,175.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6896,2020-09-02 00:35:00,28.0,27.3,85.6,94.8,0.0,479.0,28.2,43.5,0.696,8.0,0.0,26.5,87.0,0.0,37.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
6897,2020-09-02 00:40:00,27.9,27.3,85.9,94.8,0.0,480.0,28.2,43.4,0.679,8.0,0.0,26.6,86.8,0.9,157.0,0.0,0,0.0,1,1,1,1,1,1,1,0,1,0,0
