index,d.log_time,d.temperature_A,d.temperature_B,d.humidity_A,d.humidity_B,d.photometric,d.CO2,d.soil_temperature,d.soil_humidity,d.soil_EC,d.soil_PH,d.outside_photometric,d.outside_temperature,d.outside_humidity,d.wind_speed,d.wind_direction,d.radiometric,d.rainfall_detect,d.rainfall,actuator01,actuator02,actuator03,actuator04,actuator05,actuator06,actuator07,actuator08,actuator09,actuator10,actuator11
5344,2020/8/24 15:15,43.8,38.4,44.1,61.9,18818,419,33.1,49.4,0.715,8.5,25662,41,45.5,0.9,42,580,0,0,1,1,1,1,1,1,1,0,1,0,0
5345,2020/8/24 15:20,43.4,38.2,43.8,61.9,19823,421,33.1,49.4,0.739,8.5,31051,41.5,44,1.7,118,610,0,0,1,1,1,1,1,1,1,0,1,0,0
5346,2020/8/24 15:25,43.1,37.8,44.5,64.1,19930,422,33.1,49.3,0.71,8.5,34807,40.4,46.6,1.7,33,606,0,0,1,1,1,1,1,1,1,0,1,0,0
5347,2020/8/24 15:30,42.7,37.8,44.3,63.6,18077,420,33.1,49.3,0.703,8.5,35668,40,46.8,1.5,63,575,0,0,1,1,1,1,1,1,1,0,1,0,0
5348,2020/8/24 15:35,42.6,38.1,45.8,64,14873,418,33.2,49.9,0.725,8.5,32307,40.3,46.8,0.7,327,509,0,0,1,1,1,1,1,1,1,0,1,0,0
5349,2020/8/24 15:40,41.7,37.4,45.9,65.1,11979,423,33.2,49.7,0.699,8.5,29943,40,47.4,1.9,63,466,0,0,1,1,1,1,1,1,1,0,1,0,0
5350,2020/8/24 15:45,41.4,36.8,47.7,66.7,11011,422,33.2,49.5,0.698,8.5,26859,39.7,48.6,1.3,309,414,0,0,1,1,1,1,1,1,1,0,1,0,0
5351,2020/8/24 15:50,41.4,36.9,48.8,67.4,12314,424,33.2,49.4,0.716,8.5,26011,39.5,48.6,1.3,287,405,0,0,1,1,1,1,1,1,1,0,1,0,0
5352,2020/8/24 15:55,41,36.5,47.6,68.8,11633,425,33.2,49.4,0.662,8.5,24457,39.1,49.1,1.7,209,386,0,0,1,1,1,1,1,1,1,0,1,0,0
5353,2020/8/24 16:00,40.5,36,48.7,69.8,10485,428,33.2,49.3,0.701,8.5,22758,38.4,51.7,1.3,20,374,0,0,1,1,1,1,1,1,1,0,1,0,0
5354,2020/8/24 16:05,40,35.7,49.3,68.1,8118,426,33.1,49.2,0.706,8.5,18565,37.4,54.6,0.7,298,337,0,0,1,1,1,1,1,1,1,0,1,0,0
5355,2020/8/24 16:10,39,35,53.4,71.6,6025,431,33.1,49,0.703,8.5,12575,37,55.1,1.5,300,285,0,0,1,1,1,1,1,1,1,0,1,0,0
5356,2020/8/24 16:15,38.1,34.2,53,71.9,5117,436,33.1,49,0.695,8.5,10564,35.2,59.7,2.7,270,269,0,0,1,1,1,1,1,1,1,0,1,0,0
5357,2020/8/24 16:20,37.3,33.7,56.2,75.9,4794,440,33.1,49,0.72,8.5,10196,35,61.1,1.1,32,265,0,0,1,1,1,1,1,1,1,0,1,0,0
5358,2020/8/24 16:25,36.7,33.6,58.1,76.8,5535,442,33,49,0.711,8.5,11462,34.7,61.7,1.9,247,275,0,0,1,1,1,1,1,1,1,0,1,0,0
5359,2020/8/24 16:30,36.5,33.5,57.3,76.7,5750,442,33,48.8,0.684,8.5,12330,35.2,59.5,1.5,251,277,0,0,1,1,1,1,1,1,1,0,1,0,0
5360,2020/8/24 16:35,36.4,33.4,58.1,75.1,4878,444,32.9,49.1,0.71,8.5,11603,35.4,58.6,0.9,172,272,0,0,1,1,1,1,1,1,1,0,1,0,0
5361,2020/8/24 16:40,36.1,33.4,57.8,77.1,4722,444,32.9,49.4,0.73,8.5,9872,34.5,61.4,0.7,326,266,0,0,1,1,1,1,1,1,1,0,1,0,0
5362,2020/8/24 16:45,36,33.5,58.3,77.9,4531,443,32.9,49.4,0.709,8.5,7923,34.3,61.1,0.7,338,241,0,0,1,1,1,1,1,1,1,0,1,0,0
5363,2020/8/24 16:50,35.9,33.3,59.3,76,4136,444,32.9,49.3,0.716,8.5,6988,34.2,62.3,0.9,276,229,0,0,1,1,1,1,1,1,1,0,1,0,0
5364,2020/8/24 16:55,35.6,33.1,59.6,77,3861,443,32.8,49.2,0.714,8.4,6516,33.9,64.4,1.9,33,220,0,0,1,1,1,1,1,1,1,0,1,0,0
5365,2020/8/24 17:00,35.4,32.9,60.1,77.6,3407,442,32.8,49,0.685,8.4,6004,33.5,66.3,1.1,275,215,0,0,1,1,1,1,1,1,1,0,1,0,0
5366,2020/8/24 17:05,35,32.5,61,77.1,2953,443,32.7,49,0.674,8.4,5494,32.8,67.6,1.5,20,208,0,0,1,1,1,1,1,1,1,0,1,0,0
5367,2020/8/24 17:10,34.5,32.4,62,77.9,2725,444,32.7,49,0.729,8.4,5261,32.7,68.6,0.9,284,204,0,0,1,1,1,1,1,1,1,0,1,0,0
5368,2020/8/24 17:15,34.2,32.3,62.3,79.4,2546,449,32.6,48.8,0.7,8.4,4995,32.5,67.3,0.9,265,200,0,0,1,1,1,1,1,1,1,0,1,0,0
5369,2020/8/24 17:20,34.1,32.3,61.8,78.9,2439,455,32.6,48.8,0.733,8.4,4718,32.5,68.6,1.5,250,169,0,0,1,1,1,1,1,1,1,0,1,0,0
5370,2020/8/24 17:25,34,32.3,64.6,80.1,2271,449,32.5,48.8,0.724,8.4,4436,32.5,68.6,0,298,149,0,0,1,1,1,1,1,1,1,0,1,0,0
5371,2020/8/24 17:30,33.8,32,64,80.3,2140,450,32.5,48.6,0.675,8.4,4240,32.3,68.4,1.5,277,147,0,0,1,1,1,1,1,1,1,0,1,0,0
5372,2020/8/24 17:35,33.6,31.8,63.6,79.4,2044,453,32.4,48.7,0.71,8.4,3945,32,69.8,1.1,64,141,0,0,1,1,1,1,1,1,1,0,1,0,0
5373,2020/8/24 17:40,33.5,31.8,64.8,80.5,2008,452,32.4,48.6,0.713,8.4,3744,31.7,70.9,1.9,279,139,0,0,1,1,1,1,1,1,1,0,1,0,0
5374,2020/8/24 17:45,33.4,31.7,65.9,80.7,1757,449,32.3,48.5,0.699,8.4,3414,31.5,71.2,0.9,276,131,0,0,1,1,1,1,1,1,1,0,1,0,0
5375,2020/8/24 17:50,33.2,31.7,67,82,1530,447,32.3,48.5,0.734,8.4,2979,31.5,71.9,1.1,275,119,0,0,1,1,1,1,1,1,1,0,1,0,0
5376,2020/8/24 17:55,33.1,31.4,66.5,81.3,1303,446,32.2,48.5,0.688,8.4,2529,31.4,72.4,1.3,314,107,0,0,1,1,1,1,1,1,1,0,1,0,0
5377,2020/8/24 18:00,32.9,31.3,67.4,81.3,992,446,32.2,48.5,0.742,8.4,1997,31.2,73.2,1.1,195,94,0,0,1,1,1,1,1,1,1,0,1,0,0
5378,2020/8/24 18:05,32.7,31.2,68.6,82.5,741,449,32.1,48.5,0.708,8.4,1533,31.2,73.6,1.1,75,78,0,0,1,1,1,1,1,1,1,0,1,0,0
5379,2020/8/24 18:10,32.5,31.1,67.4,83.7,514,450,32,48.4,0.702,8.4,1030,31.2,74.1,0.9,80,57,0,0,1,1,1,1,1,1,1,0,1,0,0
5380,2020/8/24 18:15,32.2,30.9,69.8,83.7,298,451,32,48,0.699,8.4,609,30.8,74.8,1.3,90,30,0,0,1,1,1,1,1,1,1,0,1,0,0
5381,2020/8/24 18:20,32,30.8,69.2,83.7,131,455,31.9,47.9,0.702,8.4,267,30.7,74.9,0.7,344,4,0,0,1,1,1,1,1,1,1,0,1,0,0
5382,2020/8/24 18:25,31.9,30.6,70.4,84.4,47,460,31.9,47.9,0.702,8.4,95,30.5,75.6,0.9,17,2,0,0,1,1,1,1,1,1,1,0,1,0,0
5383,2020/8/24 18:30,31.7,30.5,70.3,84.7,11,462,31.8,47.9,0.707,8.4,36,30.4,76.2,0,64,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5384,2020/8/24 18:35,31.6,30.3,71.8,84.2,0,461,31.8,47.9,0.724,8.4,10,30.1,77.2,0,238,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5385,2020/8/24 18:40,31.4,30.2,71.4,85,0,463,31.7,47.9,0.696,8.3,2,30.4,76.4,0.9,250,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5386,2020/8/24 18:45,31.3,30.2,71.3,84.7,0,464,31.7,47.9,0.718,8.3,0,30.4,76.6,0.7,235,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5387,2020/8/24 18:50,31.3,30.3,73.2,85.2,0,462,31.6,47.8,0.703,8.4,0,30.3,76.8,0.7,296,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5388,2020/8/24 18:55,31.2,30.2,73.7,85.3,0,463,31.5,47.8,0.711,8.4,0,30.3,77,0.7,220,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5389,2020/8/24 19:00,31.1,30.2,73.7,86.2,0,463,31.5,47.8,0.735,8.4,0,30.3,77.6,0,289,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5390,2020/8/24 19:05,31.1,30.2,73.9,85.7,0,464,31.4,47.6,0.677,8.4,0,30.3,77.6,1.1,201,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5391,2020/8/24 19:10,31,30.2,74.1,86.2,0,465,31.4,47.5,0.672,8.4,0,30.3,77.6,1.1,190,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5392,2020/8/24 19:15,31,30.1,74.3,85.7,0,454,31.3,47.5,0.701,8.4,0,30.3,77.6,1.1,36,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5393,2020/8/24 19:20,30.9,30.1,74.2,85.7,0,446,31.3,47.5,0.705,8.3,0,30.1,78,0.7,69,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5394,2020/8/24 19:25,30.9,30.1,74.9,86.3,0,444,31.2,47.5,0.702,8.3,0,30.1,78.3,0,255,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5395,2020/8/24 19:30,30.9,30,75.2,85.7,0,445,31.1,47.5,0.735,8.3,0,30,78,1.3,256,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5396,2020/8/24 19:35,30.8,30.1,75.4,86.2,0,445,31.1,47.5,0.689,8.3,0,30.1,77.8,1.3,138,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5397,2020/8/24 19:40,30.8,30,74.8,85.5,0,445,31,47.5,0.686,8.3,0,30,77.9,0.9,152,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5398,2020/8/24 19:45,30.8,30,74.7,85.6,0,448,31,47.5,0.719,8.3,0,30,77.6,1.1,241,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5399,2020/8/24 19:50,30.8,29.9,75.6,85.6,0,446,30.9,47.4,0.697,8.3,0,30,78,1.5,291,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5400,2020/8/24 19:55,30.7,29.9,74.7,85.3,0,446,30.9,47.4,0.693,8.3,0,29.8,78.4,0.9,286,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5401,2020/8/24 20:00,30.7,29.9,75.3,86,0,445,30.9,47.4,0.719,8.3,0,30,78.2,1.1,258,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5402,2020/8/24 20:05,30.7,29.9,75.2,86.4,0,445,30.8,47.4,0.73,8.3,0,29.7,78.7,0.9,290,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5403,2020/8/24 20:10,30.7,29.9,75.3,86.9,0,446,30.7,47.2,0.708,8.3,0,29.9,78.9,1.1,93,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5404,2020/8/24 20:15,30.6,29.9,75.2,86.4,0,444,30.7,47.2,0.719,8.3,0,29.7,78.9,0.9,28,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5405,2020/8/24 20:20,30.7,30,75.5,85.8,0,440,30.7,47.1,0.711,8.3,0,29.7,79.7,0.9,191,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5406,2020/8/24 20:25,30.7,30,76.4,86.3,0,442,30.6,47,0.699,8.3,0,29.8,79.4,0.9,170,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5407,2020/8/24 20:30,30.7,29.9,76.3,86.3,0,443,30.6,47,0.68,8.3,0,29.6,79.9,0,201,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5408,2020/8/24 20:35,30.6,29.8,76.3,86.6,0,442,30.5,47,0.739,8.3,0,29.7,80.5,1.1,179,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5409,2020/8/24 20:40,30.6,29.7,76.4,86.7,0,446,30.5,47,0.713,8.3,0,29.5,80.4,0.9,166,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5410,2020/8/24 20:45,30.5,29.5,76.7,86.8,0,447,30.4,47,0.72,8.3,0,29.3,81,0,156,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5411,2020/8/24 20:50,30.4,29.5,75,86.7,0,452,30.4,47,0.68,8.3,0,29.2,80.6,0.7,217,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5412,2020/8/24 20:55,30.4,29.5,74,86.2,0,451,30.3,47,0.703,8.3,0,29.2,79.3,0.9,266,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5413,2020/8/24 21:00,30.3,29.4,75.2,86.1,0,450,30.3,47,0.707,8.3,0,29.1,80.1,0,196,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5414,2020/8/24 21:05,30.2,29.3,74.7,85.4,0,449,30.3,47,0.702,8.3,0,29,79.7,0.7,172,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5415,2020/8/24 21:10,30.2,29.4,74.8,85.2,0,449,30.3,46.9,0.69,8.3,0,28.9,79.8,0.7,170,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5416,2020/8/24 21:15,30.1,29.3,75.2,85.5,0,450,30.2,46.9,0.739,8.3,0,28.9,79.6,1.3,207,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5417,2020/8/24 21:20,30.1,29.3,75.2,84.9,0,449,30.2,46.9,0.72,8.3,0,28.8,80.1,1.9,196,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5418,2020/8/24 21:25,30.1,29.3,75.5,86.4,0,453,30.1,46.9,0.7,8.3,0,28.7,80.4,1.5,200,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5419,2020/8/24 21:30,30,29.2,75.6,86.3,0,451,30.1,46.8,0.732,8.3,0,28.8,79.7,0.9,197,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5420,2020/8/24 21:35,29.9,29,75.6,86,0,454,30,46.7,0.697,8.3,0,28.9,79.8,1.5,157,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5421,2020/8/24 21:40,29.9,29,75.6,86.2,0,454,30,46.7,0.707,8.3,0,28.6,80,1.1,136,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5422,2020/8/24 21:45,29.8,28.9,76,86.3,0,456,30,46.7,0.659,8.3,0,28.5,80.8,1.1,140,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5423,2020/8/24 21:50,29.7,28.8,76,86.7,0,455,29.9,46.5,0.687,8.3,0,28.4,80.2,1.7,150,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5424,2020/8/24 21:55,29.6,28.8,75.7,87.3,0,453,29.9,46.5,0.683,8.3,0,28.4,80,1.5,162,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5425,2020/8/24 22:00,29.5,28.8,75.6,86.4,0,456,29.8,46.5,0.691,8.3,0,28.3,79.7,0.9,183,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5426,2020/8/24 22:05,29.4,28.7,74.8,85.6,0,455,29.8,46.5,0.733,8.3,0,28.1,79.9,0,174,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5427,2020/8/24 22:10,29.4,28.7,75.1,84.8,0,456,29.7,46.5,0.701,8.3,0,28.3,79.6,0.7,210,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5428,2020/8/24 22:15,29.4,28.8,75.3,84.9,0,456,29.7,46.5,0.703,8.3,0,28.3,80,1.1,166,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5429,2020/8/24 22:20,29.3,28.7,75.8,85.9,0,458,29.6,46.5,0.721,8.3,0,28.3,80.7,1.1,169,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5430,2020/8/24 22:25,29.3,28.6,76.1,84.8,0,456,29.6,46.5,0.704,8.3,0,28,81,0,109,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5431,2020/8/24 22:30,29.3,28.6,76.1,84.9,0,456,29.5,46.5,0.695,8.3,0,27.9,80.6,0.7,146,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5432,2020/8/24 22:35,29.2,28.6,76,84.9,0,456,29.5,46.3,0.704,8.3,0,28.1,80.4,0,219,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5433,2020/8/24 22:40,29.2,28.6,76,85.5,0,454,29.5,46.3,0.731,8.3,0,28,80.3,0.7,130,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5434,2020/8/24 22:45,29.1,28.5,75.6,84.6,0,456,29.4,46.3,0.679,8.3,0,28,81.2,0,212,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5435,2020/8/24 22:50,29.1,28.5,76.3,84.4,0,453,29.4,46.3,0.683,8.3,0,27.9,81.3,0,237,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5436,2020/8/24 22:55,29.1,28.5,76.2,85.6,0,458,29.3,46.3,0.698,8.3,0,27.8,81.7,1.3,201,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5437,2020/8/24 23:00,29,28.4,76.9,86.6,0,459,29.3,46.2,0.686,8.3,0,27.8,81.3,1.1,151,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5438,2020/8/24 23:05,28.9,28.2,76.8,86.5,0,461,29.2,46.1,0.699,8.3,0,27.8,81.3,1.3,176,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5439,2020/8/24 23:10,28.9,28.3,76.7,85.6,0,458,29.2,46.1,0.73,8.3,0,27.7,81.6,0.7,119,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5440,2020/8/24 23:15,28.9,28.4,76.9,85.1,0,461,29.1,46.1,0.677,8.3,0,27.7,82.3,0.7,180,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5441,2020/8/24 23:20,28.9,28.4,75.8,84.7,0,461,29.1,45.9,0.705,8.3,0,27.8,81.1,0.7,247,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5442,2020/8/24 23:25,28.9,28.4,76.4,85.1,0,465,29,45.9,0.697,8.3,0,27.6,81.8,0.9,164,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5443,2020/8/24 23:30,28.9,28.3,77,85.6,0,464,29,45.9,0.698,8.3,0,27.6,82.4,0.9,218,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5444,2020/8/24 23:35,28.9,28.3,77.4,85.6,0,467,29,45.9,0.698,8.3,0,27.6,82.2,1.5,137,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5445,2020/8/24 23:40,28.8,28.2,76.9,86.3,0,467,28.9,45.9,0.689,8.3,0,27.6,82.4,1.3,153,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5446,2020/8/24 23:45,28.8,28.1,77.2,86.2,0,466,28.9,45.9,0.691,8.3,0,27.4,83.3,0,190,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5447,2020/8/24 23:50,28.7,28.1,77.9,86.5,0,470,28.8,45.9,0.679,8.3,0,27.4,83.2,0.9,147,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5448,2020/8/24 23:55,28.7,28.1,78.2,86.7,0,470,28.8,45.9,0.698,8.3,0,27.4,83.7,0,191,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5449,2020/8/28 00:00,26.4,26.1,89.5,95.9,0,473,26,42.7,0.689,8.2,0,24.8,97.3,0,91,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5450,2020/8/28 00:05,26.4,26.1,89.9,96.2,0,475,26,42.7,0.691,8.1,0,24.8,97.3,0,249,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5451,2020/8/28 00:10,26.3,26.1,90.6,96.4,0,481,26,42.7,0.69,8.2,0,24.9,97.3,0,183,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5452,2020/8/28 00:15,26.3,26,89.5,96.5,0,481,25.9,42.7,0.707,8.2,0,24.8,97.3,0,176,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5453,2020/8/28 00:20,26.4,26.1,88.4,95.8,0,464,25.9,42.7,0.715,8.1,0,24.9,97.4,0,112,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5454,2020/8/28 00:25,26.5,26.1,88.4,95.3,0,466,25.9,42.7,0.684,8.2,0,24.9,97.2,0,208,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5455,2020/8/28 00:30,26.5,26.1,88.5,95.3,0,466,25.9,42.7,0.684,8.2,0,24.9,97.2,0,50,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5456,2020/8/28 00:35,26.5,26.1,86.8,95,0,460,25.9,42.7,0.692,8.1,0,24.8,97.3,1.5,127,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5457,2020/8/28 00:40,26.6,26.1,86.8,94.4,0,450,25.9,42.7,0.689,8.2,0,24.8,97.1,0,213,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5458,2020/8/28 00:45,26.6,26.1,87.2,94.3,0,456,25.9,42.7,0.693,8.1,0,24.8,96.9,0,21,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5459,2020/8/28 00:50,26.5,26.1,87.4,94.4,0,462,25.8,42.7,0.691,8.1,0,24.7,96.9,0,210,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5460,2020/8/28 00:55,26.5,26.1,87.6,94.4,0,462,25.8,42.6,0.689,8.1,0,24.8,96.9,0,347,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5461,2020/8/28 01:00,26.4,26.1,87.4,94.4,0,461,25.8,42.6,0.659,8.1,0,24.9,97,0,280,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5462,2020/8/28 01:05,26.4,26,87.5,94.4,0,466,25.8,42.6,0.689,8.1,0,24.8,97,0,259,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5463,2020/8/28 01:10,26.4,26,88.2,94.7,0,471,25.8,42.6,0.686,8.1,0,24.8,97,0,12,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5464,2020/8/28 01:15,26.4,26,87.5,94.8,0,468,25.8,42.3,0.692,8.1,0,24.9,97.2,0,187,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5465,2020/8/28 01:20,26.4,26,86.7,94.4,0,459,25.7,42.3,0.687,8.1,0,24.7,97.1,0,145,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5466,2020/8/28 01:25,26.4,26,86.8,94,0,460,25.7,42.3,0.68,8.1,0,24.8,96.9,0.7,140,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5467,2020/8/28 01:30,26.4,26,86.7,93.9,0,461,25.7,42.3,0.714,8.1,0,24.8,97,0,215,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5468,2020/8/28 01:35,26.4,26,87.1,94,0,459,25.7,42.2,0.673,8.2,0,24.9,96.8,0,205,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5469,2020/8/28 01:40,26.4,26,87.2,94,0,460,25.7,42.2,0.711,8.1,0,24.8,96.9,1.1,185,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5470,2020/8/28 01:45,26.4,26,87.1,93.9,0,460,25.7,42.2,0.692,8.1,0,24.7,96.7,1.1,95,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5471,2020/8/28 01:50,26.4,26,86.6,93.7,0,464,25.7,42.2,0.683,8.1,0,24.8,96.5,1.5,165,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5472,2020/8/28 01:55,26.5,26.1,85.9,93.1,0,460,25.6,42.2,0.681,8.1,0,24.8,96.3,1.9,163,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5473,2020/8/28 02:00,26.5,26.1,85.6,92.6,0,457,25.6,42,0.687,8.1,0,24.9,96.3,0.7,189,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5474,2020/8/28 02:05,26.6,26.2,85.6,92.5,0,454,25.6,42,0.688,8.1,0,25,96.3,0,214,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5475,2020/8/28 02:10,26.6,26.2,85,92.4,0,455,25.6,42,0.698,8.1,0,25,96.3,0,211,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5476,2020/8/28 02:15,26.7,26.3,85,92.2,0,450,25.6,42,0.678,8.1,0,24.9,96.4,0.7,337,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5477,2020/8/28 02:20,26.7,26.3,85.9,92.4,0,455,25.6,42,0.671,8.2,0,25.1,96.5,0,160,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5478,2020/8/28 02:25,26.6,26.3,86.8,92.8,0,458,25.5,42,0.692,8.1,0,25,96.6,0.9,153,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5479,2020/8/28 02:30,26.5,26.2,87.5,93.3,0,462,25.5,42,0.675,8.1,0,25,96.5,0.7,81,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5480,2020/8/28 02:35,26.5,26.2,87.9,93.7,0,464,25.5,42,0.684,8.1,0,25,96.6,0,150,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5481,2020/8/28 02:40,26.4,26.1,88.2,94,0,465,25.5,42,0.686,8.1,0,24.8,96.7,1.5,197,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5482,2020/8/28 02:45,26.3,26,88.6,94.3,0,467,25.5,42,0.688,8.1,0,24.8,96.8,0.7,257,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5483,2020/8/28 02:50,26.2,26,88.5,94.5,0,464,25.5,42,0.682,8.2,0,24.9,96.9,0.7,358,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5484,2020/8/28 02:55,26.3,25.9,88.4,94.4,0,464,25.5,42,0.655,8.1,0,24.8,96.8,0,10,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5485,2020/8/28 03:00,26.2,25.9,88.4,94.4,0,464,25.5,42,0.687,8.1,0,24.8,96.8,0,357,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5486,2020/8/28 03:05,26.2,25.9,87.8,94.3,0,462,25.5,42,0.673,8.1,0,24.9,96.9,0,71,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5487,2020/8/28 03:10,26.3,26,87.3,94.1,0,458,25.5,41.9,0.682,8.1,0,24.8,96.8,0.7,57,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5488,2020/8/28 03:15,26.4,26,87.2,93.8,0,461,25.4,42,0.682,8.1,0,24.9,96.8,0.7,15,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5489,2020/8/28 03:20,26.4,26,87.1,93.8,0,461,25.4,42,0.678,8.1,0,24.9,96.7,1.3,217,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5490,2020/8/28 03:25,26.3,25.9,87.3,93.8,0,462,25.4,41.9,0.664,8.1,0,24.8,96.6,0.9,350,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5491,2020/8/28 03:30,26.3,25.9,87.6,93.8,0,463,25.4,41.9,0.666,8.1,0,24.9,96.6,1.1,326,0,0,0,1,1,1,1,1,1,1,0,1,0,0
5492,2020/8/28 03:35,26.2,25.9,87.4,93.9,0,466,25.4,42.6,0.691,8.1,0,24.9,96.8,0.7,310,0,0,0,1,1,1,1,1,1,1,0,1,0,0
